country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,source,reported_date
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-05-09
Serbia,RS,SRB,6963764,,2,"Epidemic intelligence, national daily data",2020-09-04
Hungary,HU,HUN,9772756,,3,"Epidemic intelligence, national daily data",2020-03-21
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-09-06
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-10-10
Croatia,HR,HRV,4076246,,3,"Epidemic intelligence, national daily data",2020-09-16
Ukraine,UA,UKR,43733759,,12,"Epidemic intelligence, national daily data",2020-06-16
Netherlands,NL,NLD,17282163,,2,"Epidemic intelligence, national daily data",2020-09-15
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-07-20
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-06-15
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-08-09
Netherlands,NL,NLD,17282163,,5,"Epidemic intelligence, national daily data",2020-06-17
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-01-08
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-07-17
Ukraine,UA,UKR,43733759,,43,"Epidemic intelligence, national daily data",2020-10-13
Italy,IT,ITA,60359546,,0,"Epidemic intelligence, national daily data",2020-01-29
Netherlands,NL,NLD,17282163,,2,"Epidemic intelligence, national daily data",2020-08-16
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-03-04
Ukraine,UA,UKR,43733759,,59,"Epidemic intelligence, national daily data",2020-09-23
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-06-19
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-01-14
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-06-03
Georgia,GE,GEO,3989175,,1,"Epidemic intelligence, national daily data",2020-08-25
Romania,RO,ROU,19414458,,48,"Epidemic intelligence, national daily data",2020-08-05
Netherlands,NL,NLD,17282163,,6,"Epidemic intelligence, national daily data",2020-09-29
Germany,DE,DEU,83019213,,4,"Epidemic intelligence, national daily data",2020-06-15
Croatia,HR,HRV,4076246,,1,"Epidemic intelligence, national daily data",2020-03-30
Kosovo,,,1798506,,13,"Epidemic intelligence, national daily data",2020-08-03
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-04-17
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-01-11
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-01-13
Ireland,IE,IRL,4904240,,10,"Epidemic intelligence, national daily data",2020-05-21
Slovenia,SI,SVN,2080908,,3,"Epidemic intelligence, national daily data",2020-10-20
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-09-11
Belarus,BY,BLR,9449321,,4,"Epidemic intelligence, national daily data",2020-09-29
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-02-24
France,FR,FRA,67012883,,28,"Epidemic intelligence, national daily data",2020-06-19
Romania,RO,ROU,19414458,,32,"Epidemic intelligence, national daily data",2020-08-20
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-02-22
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-02-29
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-05-01
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-09-05
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-01-28
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-03-16
Belgium,BE,BEL,11455519,,4,"Epidemic intelligence, national daily data",2020-07-13
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-06-11
Armenia,AM,ARM,2963234,,0,"Epidemic intelligence, national daily data",2020-03-31
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-06-20
Denmark,DK,DNK,5806081,,4,"Epidemic intelligence, national daily data",2020-04-27
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-08-05
United Kingdom,UK,GBR,66647112,,87,"Epidemic intelligence, national daily data",2020-10-10
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-02-05
Spain,ES,ESP,46937060,,101,"Epidemic intelligence, national daily data",2020-09-14
Italy,IT,ITA,60359546,,0,"Epidemic intelligence, national daily data",2020-02-13
United Kingdom,UK,GBR,66647112,,12,"Epidemic intelligence, national daily data",2020-08-19
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-02-21
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-05-06
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-08-28
Germany,DE,DEU,83019213,,6,"Epidemic intelligence, national daily data",2020-10-12
Austria,AT,AUT,8858775,,9,"Epidemic intelligence, national daily data",2020-10-15
Belarus,BY,BLR,9449321,,5,"Epidemic intelligence, national daily data",2020-10-01
Lithuania,LT,LTU,2794184,,2,"Epidemic intelligence, national daily data",2020-10-22
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-02-01
Switzerland,CH,CHE,8544527,,3,"Epidemic intelligence, national daily data",2020-10-16
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-01-27
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-01-11
France,FR,FRA,67012883,,0,"Epidemic intelligence, national daily data",2020-02-19
Spain,ES,ESP,46937060,,268,"Epidemic intelligence, national daily data",2020-04-30
Bosnia and Herzegovina,BA,BIH,3280815,,0,"Epidemic intelligence, national daily data",2020-09-07
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-10-20
Montenegro,ME,MNE,622182,,1,"Epidemic intelligence, national daily data",2020-08-30
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-01-15
Ireland,IE,IRL,4904240,,17,"Epidemic intelligence, national daily data",2020-05-10
Romania,RO,ROU,19414458,,15,"Epidemic intelligence, national daily data",2020-07-26
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-07-20
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-01-12
Russia,RU,RUS,145934460,,104,"Epidemic intelligence, national daily data",2020-07-14
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-03-28
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-01-22
Albania,AL,ALB,2862427,,2,"Epidemic intelligence, national daily data",2020-09-09
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-06-02
Moldova,MD,MDA,4033963,,8,"Epidemic intelligence, national daily data",2020-06-15
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-02-01
Armenia,AM,ARM,2963234,,1,"Epidemic intelligence, national daily data",2020-09-16
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-08-11
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-03-04
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-01-20
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-03-19
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-01-21
Russia,RU,RUS,145934460,,114,"Epidemic intelligence, national daily data",2020-08-15
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-03-06
Russia,RU,RUS,145934460,,5,"Epidemic intelligence, national daily data",2020-04-09
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-01-17
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-03-02
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-01-15
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-07-17
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-02-03
France,FR,FRA,67012883,,11,"Epidemic intelligence, national daily data",2020-03-10
Portugal,PT,PRT,10276617,,2,"Epidemic intelligence, national daily data",2020-07-19
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-03-12
Austria,AT,AUT,8858775,,1,"Epidemic intelligence, national daily data",2020-05-25
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-05-30
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-06-02
Finland,FI,FIN,5517919,,1,"Epidemic intelligence, national daily data",2020-03-22
Turkey,TR,TUR,82003882,,57,"Epidemic intelligence, national daily data",2020-10-05
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-08-08
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-07-10
Poland,PL,POL,37972812,,20,"Epidemic intelligence, national daily data",2020-05-01
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-07-06
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-01-14
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-01-29
Ireland,IE,IRL,4904240,,5,"Epidemic intelligence, national daily data",2020-08-07
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-02-01
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-02-18
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-09-09
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-07-04
Moldova,MD,MDA,4033963,,6,"Epidemic intelligence, national daily data",2020-08-23
Azerbaijan,AZ,AZE,10139175,,7,"Epidemic intelligence, national daily data",2020-07-08
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-01-12
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-04-26
France,FR,FRA,67012883,,43,"Epidemic intelligence, national daily data",2020-10-04
Spain,ES,ESP,46937060,,182,"Epidemic intelligence, national daily data",2020-03-18
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-05-11
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-01-19
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-03-25
Netherlands,NL,NLD,17282163,,1,"Epidemic intelligence, national daily data",2020-03-11
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-09-01
Estonia,EE,EST,1324820,,1,"Epidemic intelligence, national daily data",2020-04-05
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-05-30
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-08-20
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-02-14
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-08-13
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-08-24
Belgium,BE,BEL,11455519,,7,"Epidemic intelligence, national daily data",2020-08-18
Sweden,SE,SWE,10230185,,2,"Epidemic intelligence, national daily data",2020-09-04
Italy,IT,ITA,60359546,,6,"Epidemic intelligence, national daily data",2020-07-30
North Macedonia,MK,MKD,2077132,,2,"Epidemic intelligence, national daily data",2020-06-07
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-01-15
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-01-16
Spain,ES,ESP,46937060,,809,"Epidemic intelligence, national daily data",2020-04-05
Portugal,PT,PRT,10276617,,1,"Epidemic intelligence, national daily data",2020-08-03
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-03-16
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-02-14
Slovakia,SK,SVK,5450421,,2,"Epidemic intelligence, national daily data",2020-04-19
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-08-19
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-07-23
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-08-06
Belgium,BE,BEL,11455519,,3,"Epidemic intelligence, national daily data",2020-03-12
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-09-23
Ireland,IE,IRL,4904240,,1,"Epidemic intelligence, national daily data",2020-08-12
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-02-26
Austria,AT,AUT,8858775,,2,"Epidemic intelligence, national daily data",2020-06-28
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-03-01
Turkey,TR,TUR,82003882,,19,"Epidemic intelligence, national daily data",2020-06-27
Armenia,AM,ARM,2963234,,2,"Epidemic intelligence, national daily data",2020-04-30
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-07-25
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-02-22
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-09-15
Romania,RO,ROU,19414458,,9,"Epidemic intelligence, national daily data",2020-06-12
Denmark,DK,DNK,5806081,,2,"Epidemic intelligence, national daily data",2020-09-24
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-08-12
Turkey,TR,TUR,82003882,,23,"Epidemic intelligence, national daily data",2020-08-20
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-10-20
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-06-22
Belgium,BE,BEL,11455519,,232,"Epidemic intelligence, national daily data",2020-04-02
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-01-25
United Kingdom,UK,GBR,66647112,,18,"Epidemic intelligence, national daily data",2020-08-11
Kosovo,,,1798506,,6,"Epidemic intelligence, national daily data",2020-07-19
Andorra,AD,AND,76177,,2,"Epidemic intelligence, national daily data",2020-10-15
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-05-23
Belgium,BE,BEL,11455519,,5,"Epidemic intelligence, national daily data",2020-03-15
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-01-05
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-01-20
Russia,RU,RUS,145934460,,110,"Epidemic intelligence, national daily data",2020-08-21
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-01-24
Belarus,BY,BLR,9449321,,5,"Epidemic intelligence, national daily data",2020-08-31
Andorra,AD,AND,76177,,2,"Epidemic intelligence, national daily data",2020-04-12
France,FR,FRA,67012883,,2,"Epidemic intelligence, national daily data",2020-03-07
Portugal,PT,PRT,10276617,,16,"Epidemic intelligence, national daily data",2020-03-28
Armenia,AM,ARM,2963234,,11,"Epidemic intelligence, national daily data",2020-07-18
United Kingdom,UK,GBR,66647112,,2,"Epidemic intelligence, national daily data",2020-09-01
Montenegro,ME,MNE,622182,,3,"Epidemic intelligence, national daily data",2020-08-12
Netherlands,NL,NLD,17282163,,4,"Epidemic intelligence, national daily data",2020-07-08
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-01-09
Estonia,EE,EST,1324820,,1,"Epidemic intelligence, national daily data",2020-05-12
Germany,DE,DEU,83019213,,4,"Epidemic intelligence, national daily data",2020-09-01
Kosovo,,,1798506,,1,"Epidemic intelligence, national daily data",2020-04-10
United Kingdom,UK,GBR,66647112,,0,"Epidemic intelligence, national daily data",2020-01-19
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-06-22
Armenia,AM,ARM,2963234,,10,"Epidemic intelligence, national daily data",2020-10-09
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-06-17
Netherlands,NL,NLD,17282163,,14,"Epidemic intelligence, national daily data",2020-05-19
Switzerland,CH,CHE,8544527,,25,"Epidemic intelligence, national daily data",2020-05-15
Latvia,LV,LVA,1919968,,1,"Epidemic intelligence, national daily data",2020-05-06
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-08-24
Turkey,TR,TUR,82003882,,72,"Epidemic intelligence, national daily data",2020-10-19
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-03-23
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-10-24
Armenia,AM,ARM,2963234,,2,"Epidemic intelligence, national daily data",2020-09-20
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-05-20
Georgia,GE,GEO,3989175,,2,"Epidemic intelligence, national daily data",2020-10-04
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-01-09
Greece,EL,GRC,10724599,,3,"Epidemic intelligence, national daily data",2020-08-01
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-02-10
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-10-20
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-05-10
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-02-28
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-02-11
Bosnia and Herzegovina,BA,BIH,3280815,,4,"Epidemic intelligence, national daily data",2020-08-31
Bosnia and Herzegovina,BA,BIH,3280815,,0,"Epidemic intelligence, national daily data",2020-02-13
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-07-18
Serbia,RS,SRB,6963764,,5,"Epidemic intelligence, national daily data",2020-04-16
Belarus,BY,BLR,9449321,,6,"Epidemic intelligence, national daily data",2020-10-07
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-01-25
Ukraine,UA,UKR,43733759,,18,"Epidemic intelligence, national daily data",2020-06-30
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-05-20
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-07-04
Finland,FI,FIN,5517919,,1,"Epidemic intelligence, national daily data",2020-05-18
Cyprus,CY,CYP,875899,,1,"Epidemic intelligence, national daily data",2020-06-19
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-08-20
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-05-30
United Kingdom,UK,GBR,66647112,,1030,"Epidemic intelligence, national daily data",2020-04-09
Poland,PL,POL,37972812,,12,"Epidemic intelligence, national daily data",2020-09-11
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-03-15
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-02-20
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-02-14
Russia,RU,RUS,145934460,,13,"Epidemic intelligence, national daily data",2020-04-10
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-07-28
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-06-06
Ireland,IE,IRL,4904240,,1,"Epidemic intelligence, national daily data",2020-03-20
Slovenia,SI,SVN,2080908,,2,"Epidemic intelligence, national daily data",2020-05-02
Serbia,RS,SRB,6963764,,3,"Epidemic intelligence, national daily data",2020-03-28
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-06-30
Portugal,PT,PRT,10276617,,3,"Epidemic intelligence, national daily data",2020-08-30
Azerbaijan,AZ,AZE,10139175,,1,"Epidemic intelligence, national daily data",2020-10-12
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-06-03
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-05-03
Ukraine,UA,UKR,43733759,,31,"Epidemic intelligence, national daily data",2020-08-07
Belgium,BE,BEL,11455519,,3,"Epidemic intelligence, national daily data",2020-03-14
Poland,PL,POL,37972812,,75,"Epidemic intelligence, national daily data",2020-10-09
Netherlands,NL,NLD,17282163,,63,"Epidemic intelligence, national daily data",2020-03-25
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-07-10
Romania,RO,ROU,19414458,,58,"Epidemic intelligence, national daily data",2020-08-26
Azerbaijan,AZ,AZE,10139175,,6,"Epidemic intelligence, national daily data",2020-07-12
Austria,AT,AUT,8858775,,2,"Epidemic intelligence, national daily data",2020-05-16
Albania,AL,ALB,2862427,,2,"Epidemic intelligence, national daily data",2020-09-11
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-02-29
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-01-27
France,FR,FRA,67012883,,0,"Epidemic intelligence, national daily data",2020-02-25
Romania,RO,ROU,19414458,,41,"Epidemic intelligence, national daily data",2020-09-25
Belarus,BY,BLR,9449321,,0,"Epidemic intelligence, national daily data",2020-03-06
Russia,RU,RUS,145934460,,153,"Epidemic intelligence, national daily data",2020-06-24
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-02-29
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-02-13
Luxembourg,LU,LUX,613894,,1,"Epidemic intelligence, national daily data",2020-08-12
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-04-29
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-01-18
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-07-26
Kosovo,,,1798506,,1,"Epidemic intelligence, national daily data",2020-05-05
Hungary,HU,HUN,9772756,,3,"Epidemic intelligence, national daily data",2020-09-21
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-02-12
Moldova,MD,MDA,4033963,,1,"Epidemic intelligence, national daily data",2020-08-17
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-03-12
Serbia,RS,SRB,6963764,,8,"Epidemic intelligence, national daily data",2020-08-03
Andorra,AD,AND,76177,,3,"Epidemic intelligence, national daily data",2020-03-27
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-02-17
Romania,RO,ROU,19414458,,26,"Epidemic intelligence, national daily data",2020-04-15
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-01-19
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-02-11
Poland,PL,POL,37972812,,0,"Epidemic intelligence, national daily data",2020-02-23
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-09-14
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-09-12
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-06-21
Bosnia and Herzegovina,BA,BIH,3280815,,2,"Epidemic intelligence, national daily data",2020-07-01
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-08-22
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-10-13
Sweden,SE,SWE,10230185,,70,"Epidemic intelligence, national daily data",2020-04-03
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-01-26
Bulgaria,BG,BGR,7000039,,5,"Epidemic intelligence, national daily data",2020-06-17
Croatia,HR,HRV,4076246,,1,"Epidemic intelligence, national daily data",2020-05-27
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-02-27
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-04-11
Moldova,MD,MDA,4033963,,11,"Epidemic intelligence, national daily data",2020-08-16
Bosnia and Herzegovina,BA,BIH,3280815,,0,"Epidemic intelligence, national daily data",2020-04-14
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-09-24
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-08-04
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-06-16
Austria,AT,AUT,8858775,,17,"Epidemic intelligence, national daily data",2020-04-17
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-03-01
Portugal,PT,PRT,10276617,,0,"Epidemic intelligence, national daily data",2020-03-02
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-02-12
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-06-27
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-09-12
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-10-13
Armenia,AM,ARM,2963234,,6,"Epidemic intelligence, national daily data",2020-06-04
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-05-15
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-02-26
Serbia,RS,SRB,6963764,,0,"Epidemic intelligence, national daily data",2020-02-09
Armenia,AM,ARM,2963234,,0,"Epidemic intelligence, national daily data",2020-01-18
Switzerland,CH,CHE,8544527,,13,"Epidemic intelligence, national daily data",2020-03-22
Greece,EL,GRC,10724599,,3,"Epidemic intelligence, national daily data",2020-04-10
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-01-22
Austria,AT,AUT,8858775,,2,"Epidemic intelligence, national daily data",2020-05-28
Hungary,HU,HUN,9772756,,6,"Epidemic intelligence, national daily data",2020-09-27
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-08-18
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-05-21
Ireland,IE,IRL,4904240,,4,"Epidemic intelligence, national daily data",2020-05-19
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-03-16
Moldova,MD,MDA,4033963,,7,"Epidemic intelligence, national daily data",2020-07-25
Italy,IT,ITA,60359546,,0,"Epidemic intelligence, national daily data",2020-02-24
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-09-14
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-07-27
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-06-27
Poland,PL,POL,37972812,,3,"Epidemic intelligence, national daily data",2020-06-01
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-05-16
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-07-22
Turkey,TR,TUR,82003882,,16,"Epidemic intelligence, national daily data",2020-07-20
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-01-16
Serbia,RS,SRB,6963764,,1,"Epidemic intelligence, national daily data",2020-09-19
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-01-31
Hungary,HU,HUN,9772756,,3,"Epidemic intelligence, national daily data",2020-05-17
North Macedonia,MK,MKD,2077132,,0,"Epidemic intelligence, national daily data",2020-07-04
Romania,RO,ROU,19414458,,10,"Epidemic intelligence, national daily data",2020-06-07
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-05-09
Serbia,RS,SRB,6963764,,1,"Epidemic intelligence, national daily data",2020-06-14
Denmark,DK,DNK,5806081,,13,"Epidemic intelligence, national daily data",2020-04-01
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-04-02
Hungary,HU,HUN,9772756,,11,"Epidemic intelligence, national daily data",2020-10-05
Bulgaria,BG,BGR,7000039,,6,"Epidemic intelligence, national daily data",2020-10-15
Austria,AT,AUT,8858775,,5,"Epidemic intelligence, national daily data",2020-10-13
Croatia,HR,HRV,4076246,,1,"Epidemic intelligence, national daily data",2020-05-08
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-08-31
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-03-22
